dblp-l3s,acm-rkb
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AgrawalES03,872771
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AgrawalGGR98,276314
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AgrawalK03,872865
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AgrawalS00,335438
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AgrawalW00,335423
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ahn94,191847
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Al-KhalifaYJ03,872761
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AltinelABFSZ99,304571
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AltinelLKMPLWB02,564765
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AmbiteABKMMMPT98,276381
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Amer-YahiaCLS01,375730
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Amer-YahiaFSX03,872852
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AndersonAF98,276365
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AndersonBKW98,276347
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AnkerstBKS99,304187
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AnnamalaiCD00,335463
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AntonJLPZZ02,564762
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ArasuBBDIRW03,872854
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ArasuG03,872799
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ArefBV95,223811
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Arpaci-DusseauACHP97,253322
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AshleyFHLNP95,223888
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Atkinson95,223874
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AtzeniT97,253393
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Aulakh98,276367
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/AvnurHLORRRW98,276383
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BabcockBDM03,872789
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BabcockCD03,872822
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BabcockO03,872764
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BabuGR01,375693
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BabyCY01,375761
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ballinger94,191944
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bampahl95,223870
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BarbaraI94,191844
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BarbosaMKL02,564769
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BarclaySG00,335424
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BargaL99,304577
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BaruFGHJPW95,223876
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BaruGLMPVC99,304590
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,304239
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BaumannDFRW98,276386
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bayardo98,276313
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BenediktCFFR03,872792
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerchtoldBBKK97,253263
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerchtoldBK98,276318
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerchtoldK97,253407
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerchtoldK98,276353
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerckenDS00,336562
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BerensonBGMOO95,223785
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BergstraesserBPS99,304248
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bernstein96,280348
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BersonGM95,223852
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BersonGMJ94,191852
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BertinoCF01,375764
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BettiniWBJ95,223843
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BeyerR99,304214
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BhargavaGI95,223847
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BhattacharyaMBNHS02,564749
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bierman03,872807
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BilirisDGJR94,191848
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BilirisFOP96,280362
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BilirisP94,191983
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Blakeley94,191989
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Blakeley96,233329
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BlakeleyD00,335480
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BlakeleyP98,276354
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BlohsfeldKS99,304203
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BlottRS96,233348
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohannonDGKLNS03,872863
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohannonMR01,375681
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohlenBD99,304585
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohmA96,280353
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohmBKK01,375714
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohrerBBCFHKKMNRRSUUW97,253294
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,253401
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bonnet02,564790
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BonnetBCCCHKMMOSS99,304583
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BorkarDS01,375682
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BornhovdAKMPR03,872849
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BouguettayaBH99,304589
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BozkayaO97,253345
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BratsbergT00,335477
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BraumandlKK99,304573
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BreitbartKRSS99,304191
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BressanGFJHKLMPQSS97,253389
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BressanGOT00,336587
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BreunigKKS01,375672
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BreunigKNS00,335388
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Brewer98,276372
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrinDG95,223855
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrinkhoffKSS94,191880
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrinkhoffKSS94a,191988
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrinMS97,253327
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrinMUT97,253325
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrodskyK95,223788
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrodskySCE99,304582
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Brown99,304236
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrownCL96,233351
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrunoC02,564722
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrunoCG01,375686
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BrunoKS02,564727
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BryanMCLG94,191955
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BuchmannDZH95,223889
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BumbulisB02,564753
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BunemanDHS96,233368
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BunemanKTT02,564693
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/BunemanM95,223863
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bussler01,375810
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Bussler02,564801
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ButtlerLPP01,375762
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CallanCD99,304224
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CandanLLHA01,375736
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Carey00,335476
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Carey94,191929
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyCNVDRSM99,304234
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyDFHMNSSTTWZ94,191915
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyDNAGS97,253283
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyFZ94,191911
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyK97,253302
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CareyMN97,253370
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CarinoKKB01,375733
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CasatiS01,375812
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CatarciS01,375771
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CatarciS94,191976
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Cattell94,191937
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CeriFP98,276390
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CeriFPP95,223886
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chakrabarti99,304231
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChakrabartiDI98,276332
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChakrabartiM99,304185
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chakravarthy97,253409
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chamberlin03,872877
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chan98,276362
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChandrasekaranCDFHHKMRS03,872857
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChangBCLLS00,335433
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChangC01,375776
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChangG99,304212
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChangH02,564731
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChanI98,276336
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChanI99,304201
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chaudhuri97,253374
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriD97,253373
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriDN01,375694
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriDY95,223856
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriG96,233323
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriGGM03,872796
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriGN02,564747
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriGS03,872802
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriKN03,872831
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriMN98,276343
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriMN99,304206
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriN98,276337
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChaudhuriN98a,276378
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChawatheG97,253266
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChawatheRGW96,233366
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenCPPSTM00,335466
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenDLT00,336560
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenGK01,375692
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChengKP03,872823
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenGM01,375688
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenGMV02,564710
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenJDTW00,335432
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenR94,191874
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenRW02,564771
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenWZ98,276392
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChenZCKR01,375789
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CherniackZ96,233356
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CherniackZ98,276311
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChoALS03,872859
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChoG00,335391
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChoiC02,564742
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Chong98,276370
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChooOLCGBPS96,280357
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChoSG00,335429
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChristophidesACS94,191901
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChristophidesCM96,233358
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChristophidesCS00,335395
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ChungMS02,564706
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ClaypoolRZSK01,375765
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ClossmanSHKPB98,276352
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CluetDSS98,276321
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Cohen98,276323
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Cohen98a,276380
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CohenM03,872787
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ColbyGLMT96,233364
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ColbyKLMR97,253353
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ColeG94,191872
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ColletC95,223887
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ConsensM94,191898
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CookKWZ96,233354
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CookWZ94,191913
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CorralMTV00,335414
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Cotton02,564792
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CranorGJSS02,564777
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CranorJSS03,872838
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CrescenziMM02,564778
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CruzALRZ97,253376
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CruzJ99,304587
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/CuiOTS03,872815
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DanielsDDEHJJLSSS94,191930
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DanS95,223853
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DarEGP98,276391
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DarR94,191928
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DasGR03,872765
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DasuJMS02,564719
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DattaDRTV01,375780
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DattaDTVSR02,564703
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DavisonG95,223845
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DavulcuFKR99,304225
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeHaanTCO03,872832
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeligiannakisR03,872786
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeolaseeKPRS01,375752
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeshpandeGR01,375685
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeshpandeNGS03,872818
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeshpandeNGS03a,872856
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeshpandeRSN98,276328
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Deutsch95,223880
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DeutschFS99,304220
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DewanSHH94,191893
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Dietterich94,191931
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DoanDH01,375731
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DobraGGR02,564699
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DogacAEOADAOS94,197137
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DogacHKOONDMAKE96,280358
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DogacTPPLKTK02,564750
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Doherty98,276358
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DohertyHR96,233344
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DoppelhammerHKK97,253280
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DoRD99,304250
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DraperHW01,375744
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DreyerDS95,223902
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Dullmann99,304229
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/DuSD95,223846
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Dyreson03,872779
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Eaton98,276357
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Edelstein95,223868
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Ellison95,277954
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/EmbleyJN99,304223
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Englert94,191945
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Epstein95,277955
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FabretJLPRS01,375677
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FaginKS03,872795
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Faloutsos95,223879
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FaloutsosL95,223812
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FaloutsosRM94,191925
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FaloutsosSTT00,335412
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Fegaras98,276310
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FegarasM95,223789
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FegarasSRM00,335494
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Fernandez94,191947
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FernandezFKLS97,253403
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FernandezFKLS98,276341
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FernandezMS01,375674
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FernandezS96,280347
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FlokstraKS94,191951
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FlorescuGKR02,564779
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FlorescuLMS99,304210
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/ForlizziGNS00,335426
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FranklinJK96,233328
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FranklinZ98,276360
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FreedmanD95,223851
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Freeston95,223796
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FreireHRRS02,564713
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/French95,223871
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FukudaMMT96,233313
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FukudaMMT96a,280359
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/FungSG02,564775
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Gal00,335479
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Galhardas00,336568
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Galindo-Legaria94,191908
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Galindo-LegariaJ01,375748
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GangulyGMS96,233340
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GangulyGR03,872790
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GaoW02,564734
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GardarinMP95,223791
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GarofalakisG02,564746
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GarofalakisGR02,564794
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GarofalakisGRSS00,335409
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GarofalakisI96,233352
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GarofalakisRRS99,304227
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GatziuGD95,223893
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GebhardtJJ97,253344
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GehrkeGRL99,304197
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GehrkeKS01,375665
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GeneserethKD97,253400
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GeorgeH97,253362
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Gerber95,223877
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GetoorTK01,375727
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Gettys95,223860
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GibbonsM98,276334
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GibbsBT94,191856
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/Gibson95,223884
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GillmannWSWW00,336577
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GillmannWW02,564718
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GingrasLSPS97,253397
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GionisGK01,375689
http://dblp.l3s.de/d2r/resource/publications/conf/sigmod/GodfreyGXZ01,375749
